LOSS,ACCURACY
0.19638258,0.40625
0.2912354,0.3125
0.15533948,0.33333334
0.20393848,0.3359375
0.18990904,0.33125
0.19853437,0.328125
0.1820538,0.3392857
0.1702233,0.33984375
0.10261816,0.36805555
0.18773359,0.365625
0.15269357,0.3721591
0.1359356,0.36979166
0.18098867,0.36778846
0.10634494,0.375
0.1304068,0.37916666
0.15670669,0.3828125
0.08103007,0.3841912
0.16488463,0.38194445
0.19556165,0.38322368
0.14563596,0.3859375
0.1697346,0.3794643
0.15056014,0.38352272
0.12185091,0.38451087
0.12889707,0.3815104
0.18180692,0.37875
0.12663966,0.375
0.11381221,0.3773148
0.10531807,0.38169643
0.11034268,0.38254312
0.19331354,0.38229167
0.102994144,0.38205644
0.09041178,0.38183594
0.141644,0.37973484
0.12655431,0.3841912
0.16041428,0.38660714
0.15166694,0.3845486
0.12705564,0.3868243
0.11298549,0.38733554
0.101029456,0.38942307
0.16353887,0.390625
0.10348213,0.3925305
0.1444459,0.390625
0.15838456,0.3917151
0.11975837,0.38920453
0.14728355,0.3861111
0.090007186,0.3892663
0.074958324,0.39095744
0.089110255,0.3919271
0.17295891,0.38839287
0.1022467,0.388125
0.1067639,0.39031863
0.15967679,0.38942307
0.06534296,0.3926887
0.07564163,0.3935185
0.09995431,0.39602274
0.13742328,0.39453125
0.08647895,0.39364034
0.07852119,0.39493534
0.14063829,0.39300847
0.09491211,0.39375
0.10056412,0.3949795
0.123416185,0.39566532
0.13548303,0.39484128
0.15096319,0.3930664
0.05019939,0.3951923
0.10517681,0.39583334
0.14043254,0.39412314
0.08023405,0.3961397
0.076238215,0.39855072
0.10285199,0.39642859
0.083770394,0.3943662
0.08572328,0.39583334
0.05569309,0.39726028
0.05026728,0.40033785
0.05736184,0.40125
0.0916996,0.4009046
0.10169393,0.40137988
0.044735074,0.4042468
0.0563426,0.40466774
0.12895977,0.4046875
0.093981385,0.4039352
0.116625965,0.4028201
0.091667354,0.40323794
0.09474325,0.40327382
0.068892896,0.4047794
0.096775174,0.40588662
0.067160964,0.40625
0.0864771,0.40518466
0.10735446,0.4048455
0.08864272,0.40520832
0.036202908,0.40693682
0.046627045,0.40794837
0.07186234,0.4079301
0.09005737,0.40724733
0.050979257,0.4082237
0.07166779,0.40852866
0.115058124,0.40753865
0.06264818,0.4078444
0.071371675,0.4084596
0.06976378,0.4090625
0.08402181,0.40903464
0.082003474,0.40900734
0.054172754,0.40989077
0.07554543,0.40985578
0.043404818,0.4107143
0.09711313,0.4094929
0.10634893,0.41004673
0.07909322,0.41030094
0.07974923,0.41141054
0.05972165,0.41221592
0.08435142,0.41188064
0.0650329,0.41294643
0.0978843,0.41261062
0.10641563,0.4120066
0.061867654,0.4133152
0.10801548,0.4124461
0.06517291,0.41266027
0.091689706,0.4134004
0.032775044,0.41439074
0.064585924,0.41458333
0.07946128,0.41477272
0.051149845,0.41521516
0.089733124,0.41539633
0.0535596,0.41607863
0.0581975,0.4165
0.06919539,0.41617063
0.07611358,0.41584647
0.10278261,0.41455078
0.04605937,0.41521317
0.09161234,0.41538462
0.07641989,0.4162691
0.048956037,0.41666666
0.06196356,0.41658834
0.060554743,0.41627797
0.044999123,0.4173611
0.075712204,0.41681984
0.055033088,0.41788322
0.044239044,0.4191576
0.08481252,0.41973922
0.05642128,0.41964287
0.07390344,0.4191046
0.07643032,0.418794
0.055372715,0.41914335
0.06005907,0.42035592
0.05693704,0.42155173
0.1128912,0.421875
0.06646991,0.42283162
0.101994336,0.4231419
0.056343198,0.42323825
0.08195794,0.42291668
0.06401396,0.4228063
0.09029883,0.42228618
0.057726026,0.42258987
0.06662083,0.42288962
0.072897434,0.42258066
0.07717931,0.42247596
0.024859428,0.42356688
0.09324217,0.4232595
0.0476557,0.4239387
0.05663967,0.42421874
0.06576991,0.42430124
0.05464673,0.4241898
0.056364417,0.4246549
0.0453192,0.42549542
0.031623125,0.42632577
0.05003202,0.42676958
0.063794374,0.4272081
0.08406401,0.42689732
0.04995179,0.4276997
0.09184134,0.42775735
0.08930552,0.42781433
0.07882333,0.42750728
0.033955455,0.42864883
0.05125475,0.4297773
0.07094288,0.43017858
0.044291735,0.43039772
0.08065981,0.43079096
0.07584369,0.43082866
0.073349714,0.43069133
0.013038278,0.43211806
0.075036645,0.43180248
0.08514565,0.43131867
0.07452786,0.43135247
0.04258406,0.4324049
0.048761368,0.43192568
0.03831923,0.43262768
0.08941448,0.43215242
0.032090902,0.43267953
0.042088866,0.43287036
0.08463311,0.43223685
0.06880033,0.4322644
0.094197154,0.4326172
0.059103727,0.43248057
0.061130762,0.43250644
0.07157421,0.43205127
0.077182055,0.4317602
0.059898973,0.43131346
0.04998827,0.43118685
0.053591847,0.43200377
0.0681535,0.43234375
0.054834962,0.4329913
0.01696086,0.43409654
0.076877356,0.43395936
0.039156318,0.4341299
0.042924166,0.43445122
0.054424286,0.43446603
0.06212938,0.43432972
0.06212318,0.43449518
0.057557702,0.43495813
0.06379008,0.43497023
0.07396364,0.434686
0.04776275,0.4348467
0.033459663,0.43544602
0.08898568,0.43501753
0.05370474,0.43546513
0.081029296,0.43547454
0.06257129,0.43577188
0.055535674,0.43563646
0.04909277,0.43635845
0.08630729,0.4362216
0.05813539,0.43636876
0.06858599,0.43637386
0.06640065,0.43581837
0.051445127,0.43610492
0.064793944,0.43638888
0.07125509,0.4363938
0.036131978,0.4368117
0.061949015,0.43654057
0.06788111,0.4366812
0.08350241,0.43641305
0.069370985,0.4366883
0.054401875,0.4368265
0.033972383,0.4376341
0.041648626,0.4383013
0.05662954,0.43882978
0.038740516,0.43882415
0.070298314,0.4386867
0.054295897,0.43881303
0.045322537,0.4389383
0.050694585,0.43945312
0.05245793,0.4395747
0.06925237,0.4391787
0.08063924,0.438786
0.0643301,0.4383965
0.0957613,0.4375
0.04701972,0.4375
0.048470855,0.43787956
0.082149744,0.437248
