LOSS,ACCURACY
1.8372588,0.15625
1.4669997,0.21875
1.5267285,0.22916667
1.7414916,0.2265625
1.6260154,0.2375
1.8733474,0.22395833
1.6968522,0.21875
1.5603211,0.21875
1.5638855,0.2204861
1.5813667,0.221875
1.4744446,0.22585227
1.3799305,0.23177083
1.4371922,0.2391827
1.3820736,0.24107143
1.4078095,0.24375
1.4551151,0.24316406
1.6518489,0.2454044
1.4123054,0.2482639
1.3656368,0.25
1.333859,0.25078124
1.3307637,0.25297618
1.2954814,0.2578125
1.2801148,0.26222825
1.3605568,0.26367188
1.2412627,0.268125
1.2594249,0.2716346
1.3053634,0.27430555
1.2280612,0.27399555
1.2500739,0.27855605
1.273751,0.27916667
1.1745434,0.28225806
1.1739807,0.28759766
1.1947148,0.28929925
1.233935,0.2899816
1.1916196,0.2924107
1.099824,0.2934028
1.0183702,0.2977196
1.0614845,0.3022204
1.2392644,0.3028846
1.3504008,0.30429688
1.1770253,0.30487806
1.0255053,0.30766368
1.2088783,0.3099564
1.1121988,0.31321022
1.0875115,0.31666666
1.1379378,0.3203125
1.0136931,0.32347074
1.174963,0.3251953
0.9910293,0.3309949
1.4831159,0.3284375
1.2171156,0.32965687
1.0121696,0.33203125
0.99722993,0.3360849
1.1668401,0.3376736
1.0316807,0.34176135
1.1236368,0.34319195
1.11645,0.3448465
1.1315807,0.34752154
1.2663802,0.34825212
0.96790814,0.3513021
1.1059213,0.352459
0.9633007,0.35685483
1.3182044,0.3578869
1.2323741,0.35986328
1.2147162,0.3610577
1.1256123,0.36363637
1.2425635,0.3647388
1.0442473,0.3671875
1.1545603,0.3675272
1.061057,0.3700893
0.8861399,0.37345952
1.1723044,0.37391493
1.0010917,0.37671232
0.95261496,0.37858954
1.3767304,0.37916666
0.89195275,0.38199013
1.0584022,0.38372564
1.2402943,0.38401443
1.1139698,0.3854826
1.0314572,0.38671875
0.9526806,0.38792437
1.2808772,0.38833842
1.1319416,0.3889307
1.08239,0.39081103
1.116219,0.39172795
1.1412656,0.3920785
1.1255288,0.3922414
1.1606637,0.39328834
1.2207289,0.39413625
1.2534578,0.39427084
1.1293476,0.39423078
1.0557002,0.39538044
1.2032171,0.39549732
1.0571041,0.39660904
1.0534544,0.39786184
1.1119089,0.39876303
1.2360032,0.39884022
1.0918849,0.39939412
1.1584876,0.4000947
1.2002996,0.40109375
