LOSS,ACCURACY
0.1899494,0.5625
0.61610687,0.46875
0.31081647,0.5416667
0.4856969,0.53125
0.29740375,0.5375
0.44038367,0.5104167
0.37534487,0.49107143
0.4048372,0.46875
0.23871166,0.4652778
0.28036278,0.4625
0.32012254,0.4659091
0.22953779,0.47916666
0.27454674,0.47115386
0.3368399,0.4642857
0.17974699,0.46458334
0.21206027,0.46484375
0.24390393,0.45772058
0.24334544,0.4565972
0.13847905,0.45230263
0.12080121,0.4625
0.22170347,0.46130952
0.107990265,0.46164772
0.16541058,0.4660326
0.17518854,0.46354166
0.19201499,0.46375
0.14617497,0.46033654
0.12635213,0.46412036
0.14217913,0.46316963
0.15320826,0.46551725
0.10982531,0.46770832
0.08000171,0.46975806
0.109387934,0.46679688
0.11042935,0.46496212
0.093960166,0.46599266
0.13834596,0.46696427
0.082600355,0.46875
0.09757882,0.4712838
0.07904488,0.47286186
0.09505004,0.47115386
0.08440614,0.47265625
0.063250065,0.47637194
0.08515149,0.47916666
0.0911544,0.47965115
0.083743334,0.4815341
0.046269894,0.48333332
0.06512213,0.4830163
0.033472657,0.48470744
0.11124331,0.484375
0.12956095,0.4802296
0.09355962,0.478125
0.079895616,0.4779412
0.06423807,0.47956732
0.063346386,0.47818395
0.043497086,0.47916666
0.079722285,0.48011363
0.080638945,0.48270088
0.044507504,0.48739034
0.07398152,0.48760775
0.0546484,0.4878178
0.07369912,0.4890625
0.04170692,0.49077868
0.08945823,0.48991936
0.10437453,0.48958334
0.06649834,0.49121094
0.071875215,0.4903846
0.11563641,0.4872159
0.04665041,0.48740673
0.043284297,0.48805147
0.044520736,0.48822463
0.07138312,0.48660713
0.07131469,0.48591548
0.054087996,0.48524305
0.060417295,0.48458904
0.07050443,0.4852196
0.12982386,0.48458335
0.06409776,0.48396382
0.04813969,0.48417208
0.036530018,0.48397437
0.02650261,0.48496836
0.055909634,0.4855469
0.099520445,0.4845679
0.06519294,0.4847561
0.046734452,0.4860693
0.05722952,0.48660713
0.056286693,0.48639706
0.05187881,0.48655522
0.026144981,0.48850575
0.06780565,0.48828125
0.041142225,0.48911518
0.02583313,0.48993057
0.029305577,0.49141484
0.03218937,0.49320653
0.051276803,0.49260753
0.043776393,0.49235374
0.026255608,0.49375
0.05181265,0.49479166
0.063951254,0.4945232
0.037736654,0.49521685
0.04277754,0.4949495
0.04156792,0.495
0.050762057,0.4950495
0.056175232,0.49479166
0.03876102,0.49575242
0.024588823,0.4966947
0.056533337,0.49583334
0.06794286,0.49557784
0.041524053,0.49503505
0.048640132,0.495081
0.03152275,0.49541286
0.041154265,0.49517044
0.02303052,0.4966216
0.032978654,0.49748883
0.057080626,0.49695796
0.046354532,0.49698466
0.04454243,0.49701086
0.044172645,0.49730605
0.039753914,0.49706197
0.0388422,0.4965572
0.053479433,0.4952731
0.038075805,0.49557292
0.03594339,0.4963843
0.03264749,0.49743852
0.0591923,0.49618903
0.07710385,0.49596775
0.057752013,0.49725
0.026670098,0.49875993
0.03986776,0.49901575
0.02261269,0.50024414
0.02060163,0.50145346
0.03836906,0.5014423
0.02909565,0.5019084
0.0267694,0.5030776
0.017990112,0.50446427
0.036262274,0.5046642
0.049559355,0.5046296
0.051935196,0.5045956
0.06270993,0.5043339
0.037383556,0.504529
0.05887854,0.5044964
0.044401407,0.5051339
0.03398907,0.5050975
0.022342682,0.5066021
0.055033684,0.5065559
0.05998683,0.50651044
0.013024807,0.5081897
0.03359568,0.5087757
0.016495109,0.5104167
0.07127333,0.5107686
0.037876606,0.5111158
0.048902154,0.51125
0.03272271,0.51096857
0.036430955,0.51110196
0.022670269,0.51164216
0.05608976,0.5107549
0.05226302,0.51048386
0.03768885,0.5104167
0.028921485,0.5107484
0.033347487,0.5114715
0.05611813,0.5110063
0.042865276,0.51113284
0.028250456,0.51184005
0.05509603,0.5115741
0.034922004,0.5122699
0.038533926,0.51295733
0.051140666,0.5130682
0.03323388,0.5135542
0.030330658,0.51422155
0.034348607,0.5146949
0.024854422,0.51553255
0.035621285,0.5154412
