LOSS,ACCURACY
1.1232069,0.59375
0.92901385,0.609375
0.9655146,0.6041667
0.93068284,0.609375
0.9557019,0.60625
1.0000124,0.5989583
0.87368023,0.60714287
1.0949459,0.5859375
0.9975113,0.5833333
1.0923619,0.56875
1.0696462,0.55965906
1.1763936,0.5442708
0.94237363,0.5504808
1.013868,0.54910713
1.0202296,0.54791665
1.0197707,0.5488281
0.988652,0.5514706
1.0297122,0.5503472
0.99257463,0.5509868
0.95750767,0.553125
0.95767725,0.55505955
0.92644465,0.5582386
1.0201946,0.5570652
1.0201946,0.55598956
0.89519465,0.56
0.86394465,0.56490386
0.98894465,0.5648148
1.0201946,0.5636161
0.83269465,0.5689655
0.95769465,0.5697917
1.0826946,0.56653225
0.89519465,0.56933594
0.92644465,0.57102275
0.98894465,0.57077205
0.95769465,0.5714286
1.0514446,0.5694444
0.98894465,0.5692568
0.95769465,0.5699013
0.92644465,0.5713141
1.1139446,0.5679687
0.95769465,0.56859756
1.0826946,0.5662202
1.0514446,0.5646802
0.92644465,0.5660511
1.0514446,0.56458336
0.95769465,0.5652174
0.89519465,0.5671542
0.95769465,0.5677083
1.0826946,0.5656888
0.95769465,0.56625
1.0201946,0.56556374
0.92644465,0.5667067
0.92644465,0.5678066
1.0514446,0.5665509
1.0201946,0.5659091
1.0514446,0.56473213
1.2076946,0.56085527
0.98894465,0.56088364
1.1139446,0.55879235
1.1139446,0.55677086
1.1451946,0.5543033
1.0826946,0.5529234
0.95769465,0.5535714
0.92644465,0.5546875
1.1139446,0.55288464
0.92644465,0.55397725
0.98894465,0.5541045
1.0514446,0.55330884
1.0514446,0.55253625
0.95769465,0.553125
0.98894465,0.55325705
1.0201946,0.5529514
1.0514446,0.552226
0.95769465,0.5527872
0.89519465,0.5541667
1.0514446,0.5534539
1.0514446,0.55275977
0.86394465,0.55448717
1.0514446,0.5537975
0.95769465,0.55429685
0.98894465,0.5543981
1.0514446,0.5537348
0.98894465,0.55384034
0.98894465,0.55394346
0.77019465,0.5566176
1.0514446,0.5559593
1.1451946,0.5542385
1.0514446,0.5536222
1.1764446,0.5516152
0.86394465,0.553125
1.0201946,0.55288464
0.89519465,0.5540081
1.1451946,0.55241936
0.80144465,0.55452126
0.95769465,0.5549342
0.95769465,0.55533856
0.83269465,0.55702317
0.95769465,0.55739796
0.80144465,0.55934346
1.0514446,0.55875
