LOSS,ACCURACY
1.3922629,0.296875
1.2726235,0.34375
1.3686738,0.34895834
1.2105615,0.3671875
1.3998146,0.3375
1.4810238,0.33854166
1.3765875,0.33705357
1.2769026,0.34765625
1.3422549,0.3454861
1.279126,0.3484375
1.1214157,0.35511363
1.4195061,0.3515625
1.2238193,0.35096154
1.06457,0.3560268
1.1728951,0.36041668
1.0627673,0.3720703
1.2867794,0.37132353
1.095455,0.3767361
1.3449026,0.37664473
1.2113879,0.37890625
1.1521747,0.38318452
1.0922595,0.3849432
1.162201,0.3865489
1.1774352,0.38997397
1.0294099,0.391875
1.1091552,0.39423078
1.1391884,0.39814815
1.318101,0.39564732
1.084167,0.39978448
0.9861014,0.4078125
1.1939982,0.40725806
1.2295521,0.40722656
1.0767214,0.41335228
1.1651483,0.4149816
1.247153,0.415625
1.0565674,0.41927084
1.0398517,0.4222973
1.171175,0.4243421
1.2563746,0.4226763
1.0145572,0.425
1.0677769,0.42873475
1.0146649,0.43229166
1.3152084,0.4335029
0.99750936,0.43678978
0.9469556,0.4392361
0.91081095,0.4415761
1.2040572,0.44115692
1.1621087,0.44075522
1.1033547,0.44260204
1.197298,0.443125
1.1725895,0.44362745
1.2285256,0.4435096
1.2463969,0.442217
1.1693785,0.44155094
1.2129614,0.4403409
1.0525312,0.4405692
1.036295,0.44243422
1.0391674,0.4447737
0.9807987,0.44650424
1.0476385,0.44765624
1.0659082,0.44800204
1.0981367,0.4498488
0.96891916,0.45213294
1.1587656,0.45214844
1.1302761,0.45216346
1.2505943,0.45288825
1.1077511,0.4528918
1.0120308,0.45473346
1.018321,0.4558424
1.1764556,0.45513391
1.10636,0.4559859
1.1788292,0.45594618
1.1975846,0.4563356
1.11461,0.4579814
1.1216305,0.4575
1.0922692,0.45764804
1.0166532,0.45819804
1.0677751,0.45773238
1.2188718,0.4570807
1.0958862,0.45683593
0.97230256,0.45814043
1.1493831,0.45731708
1.075001,0.45745483
1.0849262,0.45870537
0.980327,0.45992646
0.9519869,0.46130088
0.96447396,0.4624641
0.98517835,0.46289062
1.0183542,0.46348315
1.0800009,0.46458334
1.0901806,0.46531594
1.1754682,0.46433425
1.0039353,0.46505377
0.9889847,0.4659242
1.0872264,0.46710527
1.0797057,0.4679362
1.001836,0.46858892
0.9842333,0.46954718
1.0840962,0.4704861
1.2888087,0.4696875
1.0986416,0.4689047
1.1300373,0.46890318
1.0121891,0.4693568
1.1248889,0.47040266
0.9691266,0.47113097
1.0470068,0.4719929
0.9579309,0.47327688
1.1193799,0.47337964
1.0969074,0.47419724
1.1172291,0.47457385
1.0310047,0.47480294
1.0914615,0.47446987
1.0542694,0.47497234
1.0738317,0.47532895
1.1752049,0.47472826
1.0013094,0.47508082
0.9541407,0.47596154
1.1889443,0.47603285
1.0371107,0.47623426
1.0009332,0.47734374
1.0994468,0.4771436
1.1299474,0.4770748
1.0285807,0.47776932
0.9838301,0.47845262
1.1257582,0.478375
1.0093215,0.47854662
1.095653,0.4788386
1.0985587,0.47827148
1.2126215,0.47795543
1.1418642,0.47740385
1.1312745,0.4767414
1.0787888,0.47679925
1.0286417,0.47720864
1.1293219,0.47737873
1.2801509,0.4769676
1.0089854,0.4774816
0.9738093,0.47810218
1.1454247,0.47814766
1.0868459,0.47808003
1.2292893,0.47689733
1.1150532,0.47706118
1.0697161,0.47711268
1.224336,0.4767264
1.1429017,0.47710502
0.97329736,0.47747844
1.0616298,0.47752568
1.1351483,0.47735968
1.0059798,0.4778294
