LOSS,ACCURACY
1.0900416,0.421875
1.0650368,0.40625
1.096935,0.390625
1.0280938,0.40625
1.0839015,0.409375
1.0501941,0.42447916
1.080076,0.43080357
1.0788522,0.4375
1.065462,0.4375
1.0452591,0.4390625
1.0411723,0.44460228
1.0379009,0.4466146
1.0881622,0.44471154
1.020386,0.45200893
1.006558,0.46354166
1.081161,0.4609375
1.0564561,0.4632353
1.0883362,0.46180555
1.1011024,0.45805922
1.0406477,0.45703125
1.0198728,0.46056548
0.9980592,0.46946022
1.0252337,0.47214675
0.97524226,0.4765625
1.0009363,0.480625
1.0526359,0.47956732
1.0006742,0.4832176
1.0070199,0.48604912
0.998955,0.48868534
1.061638,0.48958334
0.9598665,0.4924395
1.0088342,0.49365234
1.0012069,0.49526516
1.043862,0.49586397
1.0150833,0.49821427
1.0596403,0.4986979
0.9802954,0.5004223
1.020181,0.50164473
0.9570805,0.5048077
0.97938144,0.5066406
1.1016753,0.5053354
0.9726796,0.50706846
0.9635813,0.5101744
0.9475619,0.5120739
0.92570865,0.5152778
0.98418176,0.5159647
0.99134827,0.5169548
0.992296,0.5175781
0.94888675,0.5197704
1.0837446,0.518125
0.9988505,0.5189951
0.9448066,0.5213341
1.0071824,0.5221108
0.94187605,0.5243056
1.0856438,0.5224432
0.99347067,0.5231585
0.9390982,0.52439696
1.0004702,0.52505386
1.0603776,0.52489406
1.0205722,0.525
1.005512,0.5258709
0.9759184,0.52721775
0.9424871,0.52876985
1.0511242,0.52856445
1.0599475,0.5278846
0.960695,0.5291193
0.9810249,0.5298507
0.9504671,0.5305607
0.965106,0.53147644
1.0472445,0.5310268
0.97150666,0.5316901
1.088976,0.52994794
1.003695,0.53039384
0.9545394,0.5316723
1.0224056,0.531875
1.0805447,0.5308388
0.9921426,0.5310471
1.0021999,0.53125
1.0081762,0.5316456
1.1166353,0.53046876
1.0443016,0.5302855
0.96036905,0.53105944
1.0443367,0.530497
0.9894954,0.53087795
0.98515344,0.53161764
0.9452374,0.5325218
1.0182469,0.532148
1.0615628,0.5317827
0.8675891,0.5333567
1.0629761,0.5328125
1.0698627,0.5319368
1.0331662,0.5315897
0.9891083,0.5322581
0.97161233,0.53291225
0.91783845,0.53404605
0.95200145,0.53499347
1.0558364,0.53447163
0.91998065,0.5355548
1.0450042,0.5350379
1.0706778,0.534375
