LOSS,ACCURACY
1.3951707,0.390625
1.3153822,0.390625
1.3214712,0.41145834
1.2262917,0.43359375
1.2088735,0.4375
1.2103791,0.44270834
1.1715829,0.44642857
0.9872868,0.46679688
1.2257718,0.46354166
1.0562583,0.4734375
1.1239066,0.46875
1.2362924,0.46484375
1.1190681,0.46394232
1.1801403,0.4575893
1.0881642,0.4625
1.1083026,0.4609375
0.98465496,0.4623162
1.0583545,0.4652778
1.1129556,0.45970395
1.0501299,0.459375
1.1111419,0.4590774
1.054429,0.45951703
1.0832678,0.4612772
0.9915144,0.46549478
1.0007972,0.46875
1.1797884,0.46814904
1.0023578,0.47337964
1.1390373,0.47377232
1.0962881,0.47359914
1.0317055,0.4765625
1.0967796,0.47731856
1.1652561,0.47607422
1.123283,0.47774622
1.2563574,0.4756434
1.1954725,0.47455359
1.0977532,0.47439235
1.0481604,0.47423986
1.1086292,0.47368422
1.123752,0.47235578
0.92978454,0.47460938
1.2851992,0.47103658
1.0303687,0.4720982
1.0427057,0.47165698
1.0568287,0.46981534
1.084565,0.47083333
1.0914497,0.47112772
1.1845503,0.46974733
0.9884585,0.47298178
1.0007185,0.47353315
1.0674369,0.4746875
1.1142452,0.4751838
1.085531,0.47596154
0.9920672,0.4767099
1.161813,0.4765625
1.1436303,0.47727272
0.9575074,0.47823662
0.95534825,0.47998902
0.9581681,0.48114225
0.92407084,0.48331568
0.97504365,0.484375
1.1078036,0.484375
0.9824436,0.48664314
0.9653107,0.4888393
1.1230805,0.48779297
0.93942845,0.49014422
0.9551602,0.49147728
1.0875401,0.49137127
0.9492625,0.4931066
1.0438776,0.4936594
