LOSS,ACCURACY
0.91242933,0.65625
1.051761,0.5625
1.078654,0.5625
1.1027317,0.546875
0.929932,0.55625
1.0022205,0.5520833
0.9836783,0.5535714
1.0794818,0.5390625
0.9376432,0.5451389
0.92433184,0.553125
0.97932017,0.5511364
0.97480613,0.5520833
0.99835044,0.55288464
1.0065306,0.55133927
0.95463,0.5541667
0.9285638,0.55859375
0.9729184,0.5588235
0.893796,0.5642361
0.9821244,0.56414473
1.0264345,0.5609375
1.1440667,0.5535714
0.9068435,0.5582386
1.0350627,0.5557065
0.9262564,0.5572917
1.1913104,0.5475
0.9086457,0.5504808
0.95832735,0.5497685
0.97855884,0.54910713
1.0648665,0.54741377
0.9967196,0.54583335
1.0938911,0.54133064
1.0698997,0.54003906
1.1522223,0.5359849
0.9806607,0.5358456
1.1342905,0.5303571
0.8881042,0.5338542
0.9160694,0.5363176
0.89626396,0.5386513
1.0120379,0.53846157
0.88388824,0.53984374
0.99380434,0.5381098
1.1065559,0.5364583
0.8376931,0.5392442
0.8937564,0.54190344
1.0049775,0.54097223
0.9353533,0.54211956
0.9393908,0.54388297
0.89366084,0.546875
0.8481584,0.5503827
0.9133344,0.553125
1.0161892,0.55269605
0.9147531,0.55408657
0.97113323,0.553066
0.90548724,0.5543981
0.8955282,0.5556818
1.1352115,0.55189735
0.93384254,0.5520833
1.1151146,0.54956895
1.0036346,0.5481992
1.1063821,0.54583335
1.0600128,0.545082
0.8714012,0.5478831
0.92062914,0.54960316
1.0982953,0.546875
1.0549841,0.5456731
0.9900644,0.54545456
0.99035674,0.54524255
0.8353716,0.54733455
0.9224104,0.54800725
0.91219723,0.54821426
1.0010898,0.54797536
0.9287429,0.5494792
0.9336644,0.5500856
1.0989461,0.5485642
1.0089391,0.54875
1.0369877,0.54769737
0.89558196,0.54910713
1.0234699,0.5480769
1.1245813,0.5454905
1.0801936,0.5445312
0.88843393,0.5462963
0.9209037,0.5472561
0.8942747,0.5481928
0.9958749,0.5483631
1.0266739,0.54816175
0.99152356,0.5479651
1.1011235,0.54633623
0.98867285,0.5465199
0.93187875,0.54740167
0.9465862,0.54791665
0.83190674,0.54979396
0.92569584,0.55061144
0.9725614,0.5507392
1.0828274,0.54920214
0.9885287,0.5493421
1.1124055,0.54785156
1.0966829,0.5467139
0.8823923,0.54751277
0.94069755,0.54829544
0.8966032,0.549375
